open_nutrition_id,name_pl,alternate_names_pl
fd_UQJ1sAT2Njjg,Chow mein,"[""makaron chow mein"", ""chiński makaron smażony"", ""smażony makaron""]"
fd_UQpNqI6gKuRp,Pannenkoeken z szynką i serem,"[""holenderski naleśnik"", ""naleśnik z szynką i serem"", ""pannenkoek""]"
fd_UR42V6uYHFy1,Churros,"[""churrosy"", ""hiszpańskie churros"", ""pączki churros""]"
fd_UR9L2JsTjFmJ,"Pierś z indyka bez kości i skóry, surowa","[""filet z indyka"", ""piersi z indyka"", ""mięso z indyka""]"
fd_USolCOuNUXvk,"Indyk cajun, gotowany, w plastrach","[""wędzonka z indyka"", ""indyk w plastrach"", ""plastry indyka"", ""wędlina z indyka""]"
fd_USvi77Ou1Y4Y,"Fasola pinto, sucha","[""fasola pinto"", ""suszona fasola pinto"", ""fasola pstra""]"
fd_UTDIevUBdt2f,Sałatka ziemniaczana śródziemnomorska,"[""sałatka z ziemniaków po grecku"", ""sałatka ziemniaczana grecka"", ""sałatka z ziemniakami""]"
fd_UTEJiDe7ZHVQ,Grzyby enoki,"[""enoki"", ""enokitake"", ""grzybki enoki""]"
fd_UTMh0R0pQSTX,"Napój sojowy słodzony, smakowy","[""mleko sojowe smakowe"", ""napój sojowy słodzony"", ""mleko sojowe słodzone""]"
fd_UTW7c12KDuzc,Sancocho,"[""gulasz portorykański"", ""sancocho z wołowiną"", ""karaibski gulasz""]"
fd_UUV0LLb9yhQn,Słodki scone dyniowy,"[""scone z dynią"", ""bułeczka dyniowa"", ""scone dyniowy""]"
fd_UUsOV4Gx4iXD,Ramen Hakata z boczkiem,"[""tonkotsu ramen"", ""ramen tonkotsu"", ""ramen z wieprzowiną"", ""zupa ramen""]"
fd_UVammnx7fFOC,Napój z nerkowców niesłodzony,"[""mleko z nerkowców bez cukru"", ""napój nerkowcowy"", ""mleko nerkowcowe niesłodzone""]"
fd_UVdQ3s5a34sY,Hot dog z chili i serem,"[""chili dog"", ""hot dog z chili"", ""hot dog z sosem chili"", ""coney dog""]"
fd_UW0XZBzrunp4,Shot z imbiru,"[""shot imbirowy"", ""sok imbirowy"", ""imbirowy shot odpornościowy""]"
fd_UW6pzYg9lA7c,Skrzydełka z pieprzem cytrynowym,"[""skrzydełka cytrynowo-pieprzowe"", ""skrzydelka kurczaka"", ""skrzydełka smażone""]"
fd_UWTXj8sPJSQ9,Tuńczyk bonito w puszce,"[""tuńczyk z puszki"", ""bonito konserwowy"", ""tuńczyk konserwowy""]"
fd_UWitXCfYkGRU,Bułka do hot doga wieloziarnista,"[""bułka hot dog pełnoziarnista"", ""bułka do hot dogów wieloziarnista"", ""pieczywo do hot doga""]"
fd_UX4rnuF9oCpO,"Boczek pieprzowy, smażony","[""boczek z pieprzem"", ""bekon pieprzowy"", ""boczek wędzony z pieprzem""]"
fd_UXbtedQm2bOa,Niku udon,"[""udon z wołowiną"", ""japońska zupa z makaronem udon"", ""makaron udon z wołowiną""]"
fd_UY5sgS5dCqRd,Pizza faszerowana ze szpinakiem i fetą,"[""pizza szpinakowa"", ""pizza z fetą"", ""pizza chicago"", ""pizza ze szpinakiem""]"
fd_UYTEka9nCBiP,Ryba po grecku,"[""ryba z warzywami"", ""filet po grecku"", ""dorsz po grecku""]"
fd_UYl8GosjIekA,Risalamande,"[""duński pudding ryżowy"", ""ryż z migdałami"", ""deser ryżowy z bitą śmietaną""]"
fd_UZ5xrZLA5ahr,"Filety z tilapii, surowe","[""tilapia"", ""filet z tilapii"", ""ryba tilapia""]"
fd_UZRKN5HEwZ8Y,"Mintaj, surowy","[""czarniak surowy"", ""filet z mintaja"", ""mintaj alaskański""]"
fd_UZcNldAcMdtq,"Skóra z kurczaka, surowa","[""skórka z kurczaka"", ""skórki drobiowe"", ""skóra drobiowa""]"
fd_UaxrvsZrCkRl,Pasta z anchois,"[""pasta anchois"", ""pasta z sardeli"", ""przecier z anchois""]"
fd_Uaz8HXolxPAP,Śliwy mombin,"[""mombin"", ""śliwka mombin"", ""hog plum""]"
fd_Ub1Hvkzc5Vpi,Qabili palau,"[""kabuli pulao"", ""afgański pilaw"", ""pilaw z jagnięciną i marchewką""]"
fd_UdHJlqO3GbZs,Deditos de pollo,"[""paluszki z kurczaka"", ""strips z kurczaka"", ""panierowane paluszki drobiowe""]"
fd_UdUE0bIFG9lg,Napój proteinowy bez cukru,"[""shake proteinowy"", ""koktajl białkowy bez cukru"", ""napój białkowy""]"
fd_UdeIRAaEsCfC,Barwnik spożywczy z kurkumy,"[""barwnik żółty"", ""żółty barwnik spożywczy"", ""barwnik naturalny kurkuma""]"
fd_Udmq40H19eaW,Makaron nitki bezglutenowy,"[""bezglutenowe nitki"", ""cienki makaron bezglutenowy"", ""makaron włosy anielskie bezglutenowy""]"
fd_UeAEOCVb9UJb,Precel z serem Asiago,"[""precel serowy"", ""precel z serem"", ""miękki precel z serem""]"
fd_UeD2C03nBokL,Pączek biszkoptowy z lukrem,"[""donut z lukrem"", ""pączek z lukrem"", ""oponka z lukrem""]"
fd_UeFsfdNURCl7,Rolka tempura,"[""sushi z krewetką w tempurze"", ""maki tempura"", ""rolka z krewetką tempura""]"
fd_UegRiYasWMrY,Serek wiejski ziołowy,"[""serek wiejski z ziołami"", ""serek ziarnisty ziołowy"", ""twarożek z ziołami""]"
fd_UffY8AmiTACG,Puto,"[""filipińskie ciastko ryżowe"", ""ciastko ryżowe na parze"", ""babeczki ryżowe""]"
fd_UffcizMyLeeb,Omlet,"[""jajecznica omlet"", ""omlet z jajek"", ""omlecik""]"
fd_UfiKspcJs2ln,Groch łuskany,"[""groch połówki"", ""groch żółty łuskany"", ""groch dzielony""]"
fd_Uh6infCPyEqs,Nerkowce prażone w miodzie,"[""orzechy nerkowca w miodzie"", ""nerkowce miodowe"", ""nerkowce prażone""]"
fd_UhQrpU5GemDW,Bistec encebollado,"[""stek z cebulą"", ""wołowina z cebulą"", ""portorykański stek z cebulą""]"
fd_UhUsN3LlN9k0,Farfalle pełnoziarniste,"[""makaron kokardki pełnoziarnisty"", ""kokardki razowe"", ""farfalle razowe""]"
fd_UhVZBRJjO4xm,Szaszłyk rybny,"[""szaszłyki z ryby"", ""ryba z grilla na szpadce"", ""kebab rybny""]"
fd_Ui0HTKZFcx87,Lechon,"[""prosię pieczone"", ""pieczony prosiak"", ""lechon filipiński""]"
fd_Ui6oSjPuqqBc,Brukselka,"[""brukselki"", ""kapustka brukselska"", ""różyczki brukselki""]"
fd_UiWPMOF8t8KG,Tofu migdałowe,"[""budyń migdałowy"", ""galaretka migdałowa"", ""annin tofu""]"
fd_Uj4u0sroqroD,"Tuńczyk tongol w oleju z puszki, odsączony","[""tuńczyk w oleju"", ""tuńczyk z puszki"", ""konserwa z tuńczyka""]"
fd_UjDz8VrFeJL7,Kefir owocowy słodzony,"[""kefir smakowy"", ""kefir z owocami"", ""kefir słodzony""]"
fd_UjtN8p5volna,Wędzony gindara,"[""wędzony miętus czarny"", ""gindara wędzona"", ""wędzona ryba masłowa""]"
fd_UjzkSX56zAEU,"Polędwica z dziczyzny, surowa","[""polędwica z jelenia"", ""polędwiczki z dziczyzny"", ""dziczyzna surowa""]"
fd_UkZdEryqpwWY,"Filet z cobii ze skórą, surowy","[""cobia filet"", ""filet z cobii"", ""ryba cobia""]"
fd_Ul7z85uecQCe,Gruszki suszone,"[""suszona gruszka"", ""susz gruszkowy"", ""gruszki suszone owoce""]"
fd_UmKvaFWxcObW,Pielmieni,"[""pielmieni mrożone"", ""rosyjskie pierożki"", ""pierożki z mięsem rosyjskie""]"
fd_UnkHcToi12fo,Wafle ryżowe,"[""wafle z ryżu"", ""pieczywo chrupkie ryżowe"", ""wafel ryżowy""]"
fd_UoF7PWzDn3T7,Chlebek z za'atarem,"[""manakisz"", ""placek z zatarem"", ""pieczywo bliskowschodnie z ziołami""]"
fd_UoYFw9FJOKQ3,Tosty francuskie z pieczywa pełnoziarnistego,"[""francuskie tosty pełnoziarniste"", ""chleb w jajku pełnoziarnisty"", ""tosty francuskie razowe""]"
fd_UoiJMuwBKX2j,"Mugil, gotowany","[""cefal gotowany"", ""mugil"", ""ryba gotowana""]"
fd_UonNtGO17399,Mandazi,"[""lebleb mandazi"", ""afrykańskie pączki"", ""smażone ciastka mandazi""]"
fd_UpfM06GN7U2c,Krakersy grahamowe o obniżonej zawartości tłuszczu,"[""herbatniki grahamowe light"", ""ciastka grahamowe"", ""krakersy graham""]"
fd_UqL9OYW8niEV,Baranina korma,"[""korma z baraniny"", ""curry z baraniny"", ""mutton korma""]"
fd_UqyXEQE71eXJ,Sos serowy queso,"[""queso"", ""dip serowy"", ""sos serowy do nachos""]"
fd_Ur0zeeMXseMa,Sos rybny,"[""nam pla"", ""sos z ryb"", ""nuoc mam""]"
fd_UrBsBpkFSnvH,Kalafior po bawolemu,"[""kalafior w sosie buffalo"", ""pikantny kalafior"", ""skrzydełka z kalafiora""]"
fd_UrErwvcyzATJ,Sorbet,"[""sorbet owocowy"", ""lody owocowe bez mleka"", ""sorbet bezmleczny""]"
fd_Ureaa9lIOyqM,Pogácsa,"[""węgierskie bułeczki"", ""pogacza"", ""słone bułeczki z serem""]"
fd_UsQSGTVc0Mku,Galette,"[""tarta rustykalna"", ""ciasto francuskie galette"", ""placek galette""]"
fd_UsizbewMvdKA,Sos karmelowy,"[""karmel"", ""polewa karmelowa"", ""syrop karmelowy""]"
fd_UsoWDRC3VZk6,Amarantus,"[""szarłat"", ""nasiona amarantusa"", ""ziarno amarantusa""]"
fd_UsvQRROg5txW,Chorizo,"[""kiełbasa chorizo"", ""hiszpańska kiełbasa"", ""czoriso""]"
fd_Ut1JMeiJKs2b,Chleb pszenny wzbogacany,"[""biały chleb"", ""chleb tostowy"", ""pieczywo pszenne""]"
fd_UtntosZEOlVo,Kanapka z pieczoną wołowiną,"[""kanapka z rostbefem"", ""bułka z wołowiną""]"
fd_Utq69erh0G1d,Gelato z zieloną herbatą matcha,"[""lody matcha"", ""gelato matcha"", ""lody z zieloną herbatą""]"
fd_UuDZjdYHGqOs,Serek wiejski,"[""serek ziarnisty"", ""twarożek ziarnisty"", ""serek grani""]"
fd_UuUI8Xagm7kV,Cieciorka prażona z ziołami,"[""prażona ciecierzyca"", ""ciecierzyca pieczona ziołowa"", ""chrupiąca ciecierzyca""]"
fd_UuoOyWqbKHtY,Pieczywo chrupkie bezglutenowe,"[""chrupkie pieczywo bezglutenowe"", ""wafle chrupkie bezglutenowe"", ""pieczywo bezglutenowe""]"
fd_UvKq3ax0oA5m,Bulion pomidorowy,"[""wywar pomidorowy"", ""baza pomidorowa do hot potu"", ""rosół pomidorowy""]"
fd_UvOvUWAx9qW8,Ostrygi Rockefeller,"[""ostrygi zapiekane"", ""ostrygi ze szpinakiem"", ""ostrygi z piekarnika""]"
fd_Uw27LgVvCs99,Ziemniaki puree,"[""puree ziemniaczane"", ""tłuczone ziemniaki"", ""puree z ziemniaków""]"
fd_UwDVYSLq7PHb,Matambre de cerdo,"[""rolada z wieprzowiny"", ""faszerowana rolada wieprzowa"", ""argentyńska rolada wieprzowa""]"
fd_UwchdgqHQ5Wi,Cukierki owocowe do żucia,"[""gumy rozpuszczalne owocowe"", ""cukierki ciągutki"", ""landrynki do żucia""]"
fd_UxLKofwk8nEa,Kulajda,"[""czeska zupa koperkowa"", ""zupa grzybowa z koperkiem"", ""czeska zupa grzybowa""]"
fd_UxbyWpbLh7Sz,Serek śmietankowy z miodem i orzechami włoskimi,"[""serek z miodem"", ""serek śmietankowy orzechowy"", ""serek do bajgli""]"
fd_UxeWHx3DJnLk,"Danie z makaronem penne, mrożone","[""mrożone penne"", ""gotowe danie penne"", ""makaron penne mrożony""]"
fd_UxpCl9GVLqTr,Filet z łososia,"[""łosoś"", ""stek z łososia"", ""łosoś grillowany"", ""filet łososia""]"
fd_UyEcGZAqX1VO,Kiełbasa,"[""kiełbasa wieprzowa"", ""kiełbasa wędzona"", ""kiełbaska""]"
fd_UybXH9CMsAsr,"Sardynki, surowe","[""świeże sardynki"", ""sardynka"", ""sardynki świeże""]"
fd_UykGKqDmqLTJ,Dynia piżmowa,"[""dynia butternut"", ""butternut"", ""dynia maślana""]"
fd_UzGfZTTdKHdB,Wielozbożowe chrupki wzbogacane,"[""płatki wielozbożowe chrupkie"", ""chrupki zbożowe"", ""płatki śniadaniowe wielozbożowe""]"
fd_UzH3B0TSzefe,Słodka sałatka azjatycka,"[""surówka azjatycka słodka"", ""coleslaw azjatycki"", ""sałatka kapuściana po azjatycku""]"
fd_UzWXovLIZJ6l,Curry massaman z tofu,"[""massaman z tofu"", ""tajskie curry z tofu"", ""curry kokosowe z tofu""]"
fd_UzYm9LG7XUgq,"Suszone paluszki mięsne teriyaki, słodzone","[""paluszki mięsne teriyaki"", ""suszona wołowina teriyaki"", ""przekąska mięsna teriyaki""]"
fd_UzZpkU4dRRz0,Sahlab,"[""salep"", ""napój z korzenia storczyka"", ""ciepły napój mleczny""]"
fd_UzkUmQ0vV4sh,Makaron z kiełbasą,"[""makaron z kiełbaską"", ""penne z kiełbasą"", ""danie makaronowe z kiełbasą""]"
fd_UzlerVdO2xzA,Sorbet malinowy,"[""sorbet z malin"", ""lody malinowe wodne"", ""malinowy sorbet""]"
fd_Uzn2WnHan19u,"Krem lodowy o smaku solonego karmelu, mrożony","[""lody karmelowe"", ""deser lodowy solony karmel"", ""lody solony karmel""]"
fd_V0Y7kdQxqYmh,Płatki pszenne słodzone,"[""płatki śniadaniowe pszenne słodzone"", ""kostki pszenne"", ""płatki z pszenicy""]"
fd_V0lZWJIjmdMd,Kotleciki wegetariańskie w sosie,"[""klopsiki wegetariańskie"", ""pulpety wegańskie w sosie"", ""klopsy roślinne""]"
fd_V14zgyREL6IS,Papryczki guajillo,"[""chili guajillo"", ""suszone papryczki guajillo"", ""guajillo""]"
fd_V1AxX99JbsKO,Krakersy oyster przyprawione,"[""krakersy do zupy"", ""małe krakersy przyprawione"", ""krakersy ziołowe""]"
fd_V1cvqRCZCe5c,"Peklowana wołowina, gotowana","[""wołowina konserwowa"", ""peklowana wołowina z puszki""]"
fd_V28jmkOc46tq,Golonka jagnięca z wolnego wypasu,"[""goleń jagnięca"", ""udziec jagnięcy"", ""jagnięcina duszona"", ""golonka z jagnięciny""]"
fd_V2ykOLWKJfZE,"Ryż brokułowy, mrożony","[""brokuł drobno posiekany mrożony"", ""mrożony ryż z brokułów"", ""brokuły mrożone rozdrobnione""]"
fd_V39E6SjE36Sy,Pikantny falafel w picie,"[""falafel w picie"", ""wrap z falafelem"", ""kanapka z falafelem"", ""pita z falafelem""]"
fd_V3JAnwxy1Esu,Apfelstrudel,"[""strudel jabłkowy"", ""strucla z jabłkami"", ""strudel z jabłkami""]"
fd_V3JovLegaUGc,Słodka bułka hawajska,"[""bułki hawajskie"", ""hawajska bułeczka"", ""słodkie bułeczki""]"
fd_V3RG0p1we0bM,Sałatka nicejska,"[""salade nicoise"", ""sałatka z tuńczykiem"", ""nicejska""]"
fd_V4003a1M8bfP,Cukierki czekoladowe z nadzieniem z masła orzechowego,"[""czekoladki z masłem orzechowym"", ""praliny z masłem orzechowym"", ""cukierki z masłem orzechowym""]"
fd_V4LO3OPnvgPD,Rozmaryn,"[""rozmaryn świeży"", ""gałązki rozmarynu"", ""liście rozmarynu""]"
fd_V4OsfRp5DvgJ,Brownie bezglutenowe,"[""brownie bez glutenu"", ""ciasto brownie bezglutenowe"", ""ciastka brownie bezglutenowe""]"
fd_V4qMGwJE7IKB,Sernik japoński,"[""sernik puszysty"", ""sernik bawełniany"", ""sernik suflowy""]"
fd_V4sza36ZHADc,Taco carne asada,"[""taco z wołowiną"", ""taco z grillowaną wołowiną"", ""taco ze stekiem""]"
fd_V6DyuWtHvMIS,Ketchup z mango,"[""sos mango"", ""ketchup owocowy"", ""ketchup mango""]"
fd_V6FFdMBoNCPR,Sałatka makaronowa po włosku,"[""sałatka z makaronem"", ""włoska sałatka makaronowa"", ""makaron sałatka""]"
fd_V6NyRArjpM4E,Okoń gotowany na parze,"[""okoń na parze"", ""ryba okoń gotowana"", ""okoń morski na parze""]"
fd_V6XrnWOBDbSQ,"Łosoś nerka, gotowany","[""łosoś sockeye"", ""łosoś czerwony gotowany"", ""nerka ryba""]"
fd_V74xbu1HGt8H,Krakersy czosnkowe,"[""pieczywo chrupkie czosnkowe"", ""krakersy o smaku czosnku"", ""chrupki czosnkowe""]"
fd_V7PlPAfCmcz5,"Sardynki w pikantnym sosie, z puszki","[""sardynki w ostrym sosie"", ""pikantne sardynki"", ""sardynki konserwowe""]"
fd_V7TdccUA6goC,Panna cotta,"[""deser śmietankowy"", ""panakota"", ""włoski deser ze śmietanki""]"
fd_V80oX2v2doHr,Burger wegański,"[""burger roślinny"", ""burger wegetariański"", ""kotlet roślinny w bułce"", ""burger bezmięsny""]"
fd_V8iEcPo8zAPh,Granola czekoladowa o obniżonej zawartości tłuszczu,"[""granola czekoladowa"", ""musli czekoladowe light"", ""granola light""]"
fd_V8rnWR2JW6D9,"Kurczak w stylu buffalo, plastry, gotowany","[""kurczak buffalo"", ""wędlina z kurczaka pikantna"", ""plastry kurczaka""]"
fd_V8ym34qz2uVV,Precelki o obniżonej zawartości tłuszczu,"[""precelki light"", ""paluszki precelkowe light"", ""precle niskotłuszczowe""]"
fd_V99IpL4f4ccL,Zielona herbata jaśminowa z pianką serową,"[""herbata z pianką serową"", ""herbata jaśminowa z pianką""]"
fd_V9Q1uhRCLJGC,Revolcado de cerdo,"[""gwatemalski gulasz wieprzowy"", ""gulasz z podrobów wieprzowych"", ""revolcado""]"
fd_V9a61GvbKUyc,Proszek do pieczenia,"[""spulchniacz do ciasta"", ""proszek spulchniający""]"
fd_V9bTdDUZNDyn,Mieszanka na naleśniki gryczane,"[""mąka na placki gryczane"", ""gotowa mieszanka gryczana"", ""mieszanka na pancakes gryczane""]"
fd_VA7mpBYXkrsI,Rendang sapi,"[""rendang"", ""rendang wołowy"", ""wołowina rendang"", ""indonezyjska wołowina w mleku kokosowym""]"
fd_VABlSiK80mZz,Biryani z wołowiną,"[""biryani wołowe"", ""ryż biryani"", ""indyjski ryż z wołowiną""]"
fd_VBSUwj0mgZe1,Herbata rooibos,"[""rooibos"", ""czerwonokrzew"", ""herbata z rooibos"", ""napar rooibos""]"
fd_VC15M8PnMpek,Kurczak z grilla braai,"[""kurczak braai"", ""grillowany kurczak po afrykańsku"", ""kurczak z rusztu""]"
fd_VCFharp6yiwH,Kelewele,"[""pikantne smażone plantany"", ""smażone banany plantany"", ""kelewele z imbirem""]"
fd_VCdI9eXtRSRy,Makaron muszelki pełnoziarnisty,"[""muszelki razowe"", ""makaron razowy muszelki"", ""conchiglie pełnoziarniste""]"
fd_VD6cTLOfOUIJ,Smażone wontony,"[""wontony"", ""chrupiące wontony"", ""pierożki wonton smażone""]"
fd_VEK7ZMUjwL3L,"Ziemniaki z masłem, gotowane","[""ziemniaki okraszone"", ""kartofle z masłem"", ""ziemniaki z masełkiem""]"
fd_VExOTXKR1L2A,Rigatoni bezglutenowe,"[""makaron rigatoni bezglutenowy"", ""makaron bezglutenowy"", ""rurki bezglutenowe""]"
fd_VFicD5TLdyqX,Zupa krabowa,"[""zupa z kraba"", ""krem z krabów"", ""bisque z kraba""]"
fd_VGDvDziOE134,Filet z opaha,"[""opah"", ""filet z ryby księżycowej"", ""opah filet""]"
fd_VGZg8aMeBL1J,"Opah, surowy","[""strojnik"", ""surowy opah"", ""ryba księżycowa""]"
fd_VGnUg9Oi2m3x,Syrop cukrowy,"[""syrop prosty"", ""syrop barmański"", ""woda z cukrem""]"
fd_VHaUxUk78ldn,Wątróbka z cebulą,"[""wątróbka smażona z cebulą"", ""wątroba z cebulą"", ""smażona wątróbka""]"
fd_VHbSipIMNVhH,Mąka sojowa,"[""mąka z soi"", ""sojowa mąka"", ""soja mielona""]"
fd_VHcHk8nkjKjZ,Brokuły w sosie serowym,"[""brokuły z serem"", ""brokuły serowe"", ""brokuł w sosie z cheddara""]"
fd_VINmuBEoYHfX,Pizza z pieczarkami,"[""pizza funghi"", ""pizza grzybowa"", ""pizza z grzybami""]"
fd_VJEutfADXJ3H,Puree ziemniaczane z czosnkiem,"[""ziemniaki tłuczone z czosnkiem"", ""czosnkowe puree"", ""puree czosnkowe""]"
fd_VJZvEqtqfFWR,Biscotti,"[""ciastka biscotti"", ""włoskie ciasteczka migdałowe"", ""cantuccini""]"
fd_VKKUtTY1Zjxw,Makrela wędzona w puszce,"[""wędzona makrela konserwowa"", ""konserwa z makreli"", ""makrela w puszce""]"
fd_VKKngPtbLEaE,Caldo de res,"[""zupa wołowa"", ""gwatemalska zupa wołowa"", ""rosół wołowy z warzywami""]"
fd_VLP2HGk90VvU,Kawa z mlekiem,"[""kawa mleczna"", ""kawa biała"", ""kawa z dodatkiem mleka""]"
fd_VLRLeMBCz08E,Bint al sahn,"[""jemeńskie ciasto warstwowe"", ""placek z miodem jemeński""]"
fd_VM79u73XCnAE,Shafout,"[""jemeński placek w jogurcie"", ""podpłomyk w sosie jogurtowym""]"
fd_VMjValDSuhRZ,Pršut,"[""szynka dojrzewająca"", ""bałkańska szynka"", ""szynka suszona""]"
fd_VNs4QjPiYLk7,"Anchois z puszki, odsączone","[""sardele"", ""anchois odsączone"", ""sardele z puszki""]"
fd_VO286LYPnstH,Byrek me spinaq,"[""byrek ze szpinakiem"", ""burek ze szpinakiem"", ""placek ze szpinakiem i fetą""]"
fd_VOFoMKeJv1bq,Masło orzechowe z jabłkiem,"[""jabłko z masłem orzechowym"", ""plastry jabłka z masłem orzechowym"", ""jabłka z pastą orzechową""]"
fd_VOMmzZ3iMdog,Krewetki w sosie miodowym z orzechami włoskimi,"[""krewetki z orzechami włoskimi"", ""krewetki miodowe"", ""krewetki w sosie miodowym""]"
fd_VOtOGrRZagzM,Mizeria na słodko,"[""sałatka z ogórków na słodko"", ""ogórki z cukrem"", ""surówka ogórkowa słodka""]"
fd_VP2eD8CfuQZD,Pizza deep dish z kurczakiem i pesto,"[""pizza chicago"", ""pizza na grubym cieście z kurczakiem"", ""deep dish z pesto""]"
fd_VP7ZbV6WAuhL,Ramen,"[""makaron ramen"", ""zupka chińska"", ""makaron instant""]"
fd_VP9N6SKk8pu4,"Kiełbasa z indyka pikantna, gotowana","[""kiełbasa indycza ostra"", ""kiełbaska z indyka pikantna"", ""kiełbasa drobiowa pikantna""]"
fd_VPEdlZEGFPAH,Torta de torrejas,"[""torrejas"", ""gwatemalski deser z chleba"", ""tort z torrejas""]"
fd_VPEvcDldyNVK,Tarta cytrynowa,"[""ciasto cytrynowe"", ""tarta z bezą cytrynowa"", ""placek cytrynowy""]"
fd_VPiwc7QYmCLF,Sos sojowy z czosnkiem,"[""sos czosnkowo-sojowy"", ""sos sojowo-czosnkowy"", ""dip sojowy z czosnkiem""]"
fd_VQ31A54BPQlV,Pulasan,"[""owoc pulasan"", ""pulasany""]"
fd_VQ6KnHIXv04L,Chipsy krakersowe pełnoziarniste,"[""krakersy pełnoziarniste"", ""chipsy pełnoziarniste"", ""krakersy chipsy""]"
fd_VQqlFNKCZoBk,Kotlet wegetariański z czarnej fasoli,"[""burger z czarnej fasoli"", ""kotlet z fasoli"", ""burger wegetariański""]"
fd_VR7MuzuARpjC,Izolat białka serwatkowego,"[""białko serwatkowe"", ""odżywka białkowa"", ""izolat serwatki"", ""whey""]"
fd_VRpTOJO8sBKV,Napój żurawinowy z wodą gazowaną,"[""spritzer żurawinowy"", ""lemoniada żurawinowa"", ""żurawinowy drink bezalkoholowy""]"
fd_VSKVIrpBUxFg,"Makaron udon, gotowany","[""udon"", ""kluski udon"", ""makaron pszenny udon""]"
fd_VSpuIMLRPy16,Sałatka cezar z kurczakiem,"[""sałatka cezar"", ""cezar z kurczakiem"", ""sałatka z kurczakiem i sosem cezar""]"
fd_VSroZKL7soLZ,Fondue z jagnięciną,"[""fondue mięsne"", ""fondue bourguignonne"", ""szwajcarskie fondue z mięsem""]"
fd_VTB5nxMY7SdH,Warzywa gotowane na parze,"[""warzywa na parze"", ""gotowane warzywa"", ""mieszanka warzyw na parze""]"
fd_VTck50SxcSVH,Wafle ryżowe karmelowe,"[""wafle ryżowe słodkie"", ""wafle z karmelem"", ""waflе ryżowe""]"
fd_VUeW5B7C0Emj,Zupa krem z dyni piżmowej,"[""krem z dyni"", ""zupa dyniowa"", ""zupa z dyni butternut""]"
fd_VUfZ1gnAmkry,Fajitas wegetariańskie,"[""fajita wegetariańska"", ""fajitas warzywne"", ""wegańskie fajitas""]"
fd_VUnE4ETgWqRe,"Mieszanka owoców tropikalnych, mrożona","[""mrożone owoce tropikalne"", ""mrożonka owoce egzotyczne"", ""owoce egzotyczne mrożone""]"
fd_VV0kUhzU3W95,"Braunschweiger, surowy","[""pasztetowa"", ""kiełbasa pasztetowa"", ""wątrobianka""]"
fd_VVAHAMj8twT8,Pietruszka suszona,"[""natka pietruszki suszona"", ""suszona nać pietruszki"", ""pietruszka w płatkach""]"
fd_VVRjuXhngzLu,Agua fresca,"[""aguas frescas"", ""meksykański napój owocowy"", ""woda owocowa""]"
fd_VVm3rOBTMDDJ,Asam pedas,"[""malezyjska zupa rybna"", ""ryba w sosie tamaryndowym"", ""pikantna zupa z rybą""]"
fd_VWS8yJsqrIig,Gelato orzechowe,"[""gelato z orzechów laskowych"", ""lody orzechowe"", ""lody nocciola""]"
fd_VWXe06IFxuSo,Dynia buttercup,"[""dynia zimowa buttercup"", ""dynia odmiany buttercup""]"
fd_VXFPLhdii2HG,Olluquito con charqui,"[""olluquito"", ""peruwiański gulasz z olluco"", ""suszone mięso z olluco""]"
fd_VXgL9khjmEYg,Granola słodzona z żurawiną i orzechami,"[""granola żurawinowa"", ""granola z orzechami"", ""musli z żurawiną""]"
fd_VXsG4fg6T27s,Grits po południowemu,"[""grits"", ""kaszka kukurydziana"", ""kasza kukurydziana na śniadanie""]"
fd_VY1zGGDq85AF,Pastrami z indyka,"[""indyk pastrami"", ""wędlina z indyka pastrami"", ""plastry pastrami indyczego""]"
fd_VYg6l81As0AV,"Fasola marrow, sucha","[""fasola szpikowa"", ""suszona fasola marrow"", ""biała fasola marrow""]"
fd_VYnKt0GGmgCl,Stek z tuńczyka,"[""tuńczyk ahi"", ""tuńczyk stek"", ""polędwica z tuńczyka""]"
